Holdings details

Morningstar Total Stock Market ETF (VTI)


Equity,as of 08/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BQ0N709,Monopar Therapeutics Inc,MNPR,<0.01%,Biotechnology,US,---,"$17,884,846.98","159,786"
,BFY7DC4,Altimmune Inc,ALT,<0.01%,Biotechnology,US,---,"$17,878,677.81","5,748,771"
,BT3F5M1,Infleqtion Inc,INFQ,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$17,870,611.00","1,367,300"
,BVMZK21,EquipmentShare.com Inc,EQPT,<0.01%,Trading Companies & Distributors,US,---,"$17,773,209.48","1,009,268"
,BDZ30Q0,Arvinas Inc,ARVN,<0.01%,Pharmaceuticals,US,---,"$17,670,274.40","1,920,682"
,BFNSSD4,OneSpan Inc,OSPN,<0.01%,Systems Software,US,---,"$17,663,117.92","1,069,196"
,2647751,Greene County Bancorp Inc,GCBC,<0.01%,Regional Banks,US,---,"$17,656,754.53","513,427"
,BMBX3P7,Vitesse Energy Inc,VTS,<0.01%,Oil & Gas Exploration & Production,US,---,"$17,648,931.63","1,009,087"
,BW2C654,Enviri Corp,NVRI,<0.01%,Environmental & Facilities Services,US,---,"$17,592,644.48","789,616"
,BQLSDL6,Savers Value Village Inc,SVV,<0.01%,Broadline Retail,US,---,"$17,547,808.59","1,698,723"
,BLBCWZ0,California BanCorp,BCAL,<0.01%,Regional Banks,US,---,"$17,546,764.48","824,566"
,BRJX4J5,Sinclair Inc,SBGI,<0.01%,Broadcasting,US,---,"$17,533,491.00","1,243,510"
,BMFK3H6,Design Therapeutics Inc,DSGN,<0.01%,Biotechnology,US,---,"$17,520,621.75","1,161,075"
,2404978,Hallador Energy Co,HNRG,<0.01%,Independent Power Producers & Energy Traders,US,---,"$17,465,139.88","1,053,386"
,2014021,Alexander's Inc,ALX,<0.01%,Retail REITs,US,---,"$17,463,119.78","64,283"
,BN458W9,Rayonier Advanced Materials Inc,RYAM,<0.01%,Specialty Chemicals,US,---,"$17,451,821.96","2,031,644"
,2325875,Insteel Industries Inc,IIIN,<0.01%,Building Products,US,---,"$17,425,823.10","578,931"
,BYVQJ96,Aquestive Therapeutics Inc,AQST,<0.01%,Pharmaceuticals,US,---,"$17,392,952.99","3,403,709"
,2665300,Oxford Industries Inc,OXM,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$17,350,232.83","453,127"
,B3ZY290,Contango Silver & Gold Inc,CTGO,<0.01%,Gold,US,---,"$17,339,946.00","889,228"
,BFZNYB7,Allogene Therapeutics Inc,ALLO,<0.01%,Biotechnology,US,---,"$17,333,182.00","8,666,591"
,2425292,York Water Co/The,YORW,<0.01%,Water Utilities,US,---,"$17,310,492.96","507,937"
,BJ5KPZ7,Hovnanian Enterprises Inc,HOV,<0.01%,Homebuilding,US,---,"$17,269,958.64","139,128"
,2200853,Covenant Logistics Group Inc,CVLG,<0.01%,Cargo Ground Transportation,US,---,"$17,244,684.45","487,827"
,2508030,Southern First Bancshares Inc,SFST,<0.01%,Regional Banks,US,---,"$17,231,803.95","280,877"
,BLCB610,Onterris Inc,ONT,<0.01%,Environmental & Facilities Services,US,---,"$17,225,830.16","1,030,253"
,2640277,Northrim BanCorp Inc,NRIM,<0.01%,Regional Banks,US,---,"$17,152,969.68","670,824"
,BMYGG87,Smith & Wesson Brands Inc,SWBI,<0.01%,Leisure Products,US,---,"$17,126,615.04","1,346,432"
,2856289,Sturm Ruger & Co Inc,RGR,<0.01%,Leisure Products,US,---,"$17,120,293.30","450,890"
,BLB56T1,Ridgepost Capital Inc,RPC,<0.01%,Asset Management & Custody Banks,US,---,"$17,117,431.40","1,990,399"
,BMF1LH5,Honest Co Inc/The,HNST,<0.01%,Personal Care Products,US,---,"$17,082,825.76","2,986,508"
,BY7R2L6,Ooma Inc,OOMA,<0.01%,Application Software,US,---,"$17,069,903.44","753,971"
,2772998,John B Sanfilippo & Son Inc,JBSS,<0.01%,Packaged Foods & Meats,US,---,"$16,970,659.62","230,298"
,BNBY595,GLOBAL INDUSTRIAL CO,GIC,<0.01%,Trading Companies & Distributors,US,---,"$16,963,926.00","433,860"
,B1Z3TW5,MiMedx Group Inc,MDXG,<0.01%,Biotechnology,US,---,"$16,899,650.60","3,722,390"
,BP0TJS2,Cytek Biosciences Inc,CTKB,<0.01%,Life Sciences Tools & Services,US,---,"$16,853,553.44","3,525,848"
,BWT3JH3,Civista Bancshares Inc,CIVB,<0.01%,Regional Banks,US,---,"$16,848,011.74","624,463"
,2051374,Arrow Financial Corp,AROW,<0.01%,Regional Banks,US,---,"$16,793,809.38","444,987"
,BZ0G875,REGENXBIO Inc,RGNX,<0.01%,Biotechnology,US,---,"$16,769,770.50","1,765,239"
,BL66YS4,Custom Truck One Source Inc,CTOS,<0.01%,Trading Companies & Distributors,US,---,"$16,763,507.82","1,820,142"
,2779234,Scholastic Corp,SCHL,<0.01%,Publishing,US,---,"$16,728,960.00","435,650"
,BFFK7S6,Industrial Logistics Properties Trust,ILPT,<0.01%,Industrial REITs,US,---,"$16,681,010.58","2,020,716"
,B4WHS46,Mechanics Bancorp,MCHB,<0.01%,Regional Banks,US,---,"$16,647,788.76","1,057,674"
,2927497,Universal Health Realty Income Trust,UHT,<0.01%,Health Care REITs,US,---,"$16,590,793.98","404,851"
,BM8FWT3,Shattuck Labs Inc,STTK,<0.01%,Biotechnology,US,---,"$16,589,978.16","2,366,616"
,B0M02F6,First Business Financial Services Inc,FBIZ,<0.01%,Regional Banks,US,---,"$16,588,325.79","237,417"
,2932048,Wabash National Corp,WNC,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$16,571,790.50","1,228,450"
,2316103,Ennis Inc,EBF,<0.01%,Commercial Printing,US,---,"$16,487,966.88","772,632"
,2688363,NETGEAR Inc,NTGR,<0.01%,Communications Equipment,US,---,"$16,487,596.92","779,187"
,BK7Y2Z3,Capricor Therapeutics Inc,CAPR,<0.01%,Biotechnology,US,---,"$16,404,667.15","1,655,365"
,BMFPWT6,Nextdoor Holdings Inc,NXDR,<0.01%,Interactive Media & Services,US,---,"$16,300,831.50","7,244,814"
,BTJWV40,Resolute Holdings Management Inc,RHLD,<0.01%,Research & Consulting Services,US,---,"$16,296,686.56","120,253"
,BWC6PW6,NexPoint Residential Trust Inc,NXRT,<0.01%,Multi-Family Residential REITs,US,---,"$16,287,940.15","686,965"
,BK5MWR1,Cabaletta Bio Inc,CABA,<0.01%,Biotechnology,US,---,"$16,219,234.68","5,215,188"
,2889768,3D Systems Corp,DDD,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$16,189,358.40","4,935,780"
,2690476,Climb Global Solutions Inc,CLMB,<0.01%,Technology Distributors,US,---,"$16,078,338.27","563,559"
,2222471,Cerus Corp,CERS,<0.01%,Health Care Supplies,US,---,"$16,039,494.24","6,075,566"
,BT8QHD4,Satellogic Inc,SATL,<0.01%,Aerospace & Defense,US,---,"$15,969,002.72","3,279,056"
,BPRBTY7,Contineum Therapeutics Inc,CTNM,<0.01%,Pharmaceuticals,US,---,"$15,951,886.16","982,259"
,BWFZX59,Lexicon Pharmaceuticals Inc,LXRX,<0.01%,Pharmaceuticals,US,---,"$15,938,214.75","7,083,651"
,BD6P6L2,Bioventus Inc,BVS,<0.01%,Health Care Supplies,US,---,"$15,884,191.05","1,163,677"
,2643168,Movado Group Inc,MOV,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$15,876,407.43","470,691"
,BLCHF11,Grid Dynamics Holdings Inc,GDYN,<0.01%,IT Consulting & Other Services,US,---,"$15,868,820.52","1,988,574"
,2518954,Brandywine Realty Trust,BDN,<0.01%,Office REITs,US,---,"$15,818,605.98","5,237,949"
,B0WW4L2,Ur-Energy Inc,URG,<0.01%,Coal & Consumable Fuels,US,---,"$15,808,475.18","11,132,729"
,BRF2GC3,Atlanta Braves Holdings Inc,BATRA,<0.01%,Movies & Entertainment,US,---,"$15,801,457.47","287,247"
,BZB1XF2,Tactile Systems Technology Inc,TCMD,<0.01%,Health Care Equipment,US,---,"$15,776,574.30","686,535"
,2352884,Frequency Electronics Inc,FEIM,<0.01%,Electronic Equipment & Instruments,US,---,"$15,749,832.00","261,408"
,B96FTB5,AH Realty Trust Inc,AHRT,<0.01%,Diversified REITs,US,---,"$15,738,449.04","2,428,773"
,2615112,Entravision Communications Corp,EVC,<0.01%,Broadcasting,US,---,"$15,620,801.56","1,955,044"
,2487117,Kelly Services Inc,KELYA,<0.01%,Human Resource & Employment Services,US,---,"$15,584,490.00","906,075"
,BMB5CZ6,Idaho Strategic Resources Inc,IDR,<0.01%,Diversified Metals & Mining,US,---,"$15,550,085.04","477,876"
,BT9TQK2,Newsmax Inc,NMAX,<0.01%,Broadcasting,US,---,"$15,495,476.00","1,440,100"
,2072126,NVE Corp,NVEC,<0.01%,Semiconductors,US,---,"$15,430,394.28","154,119"
,BNYF0L2,Energy Vault Holdings Inc,NRGV,<0.01%,Heavy Electrical Equipment,US,---,"$15,418,320.00","4,534,800"
,BR1XW55,XMAX Inc,XMAX,<0.01%,Home Furnishings,US,---,"$15,364,713.00","1,712,900"
,B0PPHS6,AMERISAFE Inc,AMSF,<0.01%,Property & Casualty Insurance,US,---,"$15,307,796.28","587,857"
,BWH9S65,Real REMAX Group Inc,REAX,<0.01%,Real Estate Services,US,---,"$15,289,927.38","805,581"
,B4WCCG1,Mistras Group Inc,MG,<0.01%,Research & Consulting Services,US,---,"$15,254,656.48","813,148"
,BYLY8H1,Evolent Health Inc,EVH,<0.01%,Health Care Technology,US,---,"$15,231,847.50","3,384,855"
,BTZC360,Aktis Oncology Inc,AKTS,<0.01%,Biotechnology,US,---,"$15,160,847.85","585,135"
,2428439,Hingham Institution For Savings The,HIFS,<0.01%,Regional Banks,US,---,"$15,160,695.84","52,592"
,2724472,Oil States International Inc,OIS,<0.01%,Oil & Gas Equipment & Services,US,---,"$15,159,516.12","1,718,766"
,2211071,Columbus McKinnon Corp/NY,CMCO,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$15,130,416.92","856,762"
,BV2HGM9,Fermi Inc,FRMI,<0.01%,Data Center REITs,US,---,"$15,113,770.00","3,041,000"
,BTJZB05,Forward Air Corp,FWRD,<0.01%,Air Freight & Logistics,US,---,"$15,102,256.00","888,368"
,BYPFK63,Ovid therapeutics Inc,OVID,<0.01%,Biotechnology,US,---,"$15,094,086.72","5,653,216"
,2177786,Carriage Services Inc,CSV,<0.01%,Specialized Consumer Services,US,---,"$15,063,321.55","447,647"
,BS43YZ3,Crescent Biopharma Inc,CBIO,<0.01%,Biotechnology,US,---,"$15,050,323.60","906,646"
,B9B9F36,Atlanticus Holdings Corp,ATLC,<0.01%,Consumer Finance,US,---,"$15,037,290.11","166,213"
,2586315,Sierra Bancorp,BSRR,<0.01%,Regional Banks,US,---,"$15,006,550.44","378,762"
,BF5GRT5,Luxfer Holdings PLC,LXFR,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$14,994,257.32","872,774"
,2713395,ChoiceOne Financial Services Inc,COFS,<0.01%,Regional Banks,US,---,"$14,981,097.42","451,102"
,BZ8FPH3,Editas Medicine Inc,EDIT,<0.01%,Biotechnology,US,---,"$14,963,840.64","4,890,144"
,BJ38KJ2,Malibu Boats Inc,MBUU,<0.01%,Leisure Products,US,---,"$14,953,660.56","554,661"
,BMDW0R3,Weave Communications Inc,WEAV,<0.01%,Application Software,US,---,"$14,913,598.84","2,040,164"
,BPG9KV6,Nuvectis Pharma Inc,NVCT,<0.01%,Biotechnology,US,---,"$14,785,569.51","650,487"
,BFMKYK0,Frontier Group Holdings Inc,ULCC,<0.01%,Passenger Airlines,US,---,"$14,753,538.00","2,588,340"
,BMDNMT2,Intrepid Potash Inc,IPI,<0.01%,Fertilizers & Agricultural Chemicals,US,---,"$14,689,727.58","379,874"
,2036779,Willis Lease Finance Corp,WLFC,<0.01%,Trading Companies & Distributors,US,---,"$14,686,713.99","271,323"
,BK228T8,Delcath Systems Inc,DCTH,<0.01%,Health Care Equipment,US,---,"$14,639,688.60","889,410"
,BW0WPK4,Chiron Real Estate Inc,XRN,<0.01%,Health Care REITs,US,---,"$14,545,432.50","398,505"
,2671363,Park-Ohio Holdings Corp,PKOH,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$14,495,214.44","321,188"
,B51JS17,Cooper-Standard Holdings Inc,CPS,<0.01%,Automotive Parts & Equipment,US,---,"$14,493,389.56","541,202"
,BJRFD78,Red River Bancshares Inc,RRBI,<0.01%,Regional Banks,US,---,"$14,456,980.48","144,512"
,BPBJFJ4,ASP Isotopes Inc,ASPI,<0.01%,Specialty Chemicals,US,---,"$14,447,457.90","3,593,895"
,B39XGV3,Home Bancorp Inc,HBCP,<0.01%,Regional Banks,US,---,"$14,404,611.33","210,317"
,BNV08M7,Arhaus Inc,ARHS,<0.01%,Homefurnishing Retail,US,---,"$14,400,521.72","1,653,332"
,BT9NC28,Magnera Corp,MAGN,<0.01%,Paper Products,US,---,"$14,368,853.52","1,144,017"
,2115902,OPKO Health Inc,OPK,<0.01%,Health Care Services,US,---,"$14,337,487.71","9,753,393"
,BT24ZK7,Applied Aerospace & Defense Inc,AADX,<0.01%,Aerospace & Defense,US,---,"$14,332,282.80","1,085,779"
,2099095,Consolidated Water Co Ltd,CWCO,<0.01%,Water Utilities,US,---,"$14,326,008.71","481,223"
,BJRFDF6,Paysign Inc,PAYS,<0.01%,Transaction & Payment Processing Services,US,---,"$14,316,913.80","1,149,030"
,2981181,World Acceptance Corp,WRLD,<0.01%,Consumer Finance,US,---,"$14,307,402.78","77,838"
,BFMZC67,Bridgewater Bancshares Inc,BWB,<0.01%,Regional Banks,US,---,"$14,294,414.75","678,425"
,BNZD2W0,Ibotta Inc,IBTA,<0.01%,Advertising,US,---,"$14,249,383.45","382,945"
,2890265,Titan International Inc,TWI,<0.01%,Agricultural & Farm Machinery,US,---,"$14,231,627.16","1,979,364"
,BVPKF40,Aevex Corp,AVEX,<0.01%,Aerospace & Defense,US,---,"$14,227,100.80","808,358"
,BD1XH30,SandRidge Energy Inc,SD,<0.01%,Oil & Gas Exploration & Production,US,---,"$14,182,791.64","1,004,447"
,BL6CB69,Starling Oncology Inc,STLN,<0.01%,Health Care Facilities,US,---,"$14,155,714.74","2,395,214"
,2120865,Farmers & Merchants Bancorp Inc/Archbold OH,FMAO,<0.01%,Regional Banks,US,---,"$14,142,076.20","416,556"
,BMG79C3,Solid Power Inc,SLDP,<0.01%,Automotive Parts & Equipment,US,---,"$14,069,898.39","6,038,583"
,BDRJH21,Evolus Inc,EOLS,<0.01%,Pharmaceuticals,US,---,"$14,043,977.28","1,544,992"
,BDCD1P9,Limbach Holdings Inc,LMB,<0.01%,Construction & Engineering,US,---,"$14,030,010.18","340,369"
,BVK6BG7,Terrestrial Energy Inc,IMSR,<0.01%,Construction & Engineering,US,---,"$13,982,892.00","2,699,400"
,BSF1TH3,Assembly Biosciences Inc,ASMB,<0.01%,Biotechnology,US,---,"$13,898,740.92","413,284"
,BRC45W5,Spire Global Inc,SPIR,<0.01%,Research & Consulting Services,US,---,"$13,879,597.26","1,045,938"
,BK71LV3,Relmada Therapeutics Inc,RLMD,<0.01%,Pharmaceuticals,US,---,"$13,820,345.44","3,169,804"
,B06RWD1,Cogent Communications Holdings Inc,CCOI,<0.01%,Alternative Carriers,US,---,"$13,754,037.42","1,441,723"
,BYMMZL7,AdvanSix Inc,ASIX,<0.01%,Commodity Chemicals,US,---,"$13,705,176.19","815,299"
,2420662,Citizens & Northern Corp,CZNC,<0.01%,Regional Banks,US,---,"$13,691,328.70","540,305"
,B29H3T5,Titan Machinery Inc,TITN,<0.01%,Trading Companies & Distributors,US,---,"$13,681,353.84","665,112"
,BLF8447,Hyliion Holdings Corp,HYLN,<0.01%,Electrical Components & Equipment,US,---,"$13,669,707.59","3,939,397"
,2492917,Colony Bankcorp Inc,CBAN,<0.01%,Regional Banks,US,---,"$13,640,269.50","644,930"
,BDTYR13,MasterCraft Boat Holdings Inc,MCFT,<0.01%,Leisure Products,US,---,"$13,569,516.24","582,883"
,BK71M09,Ocugen Inc,OCGN,<0.01%,Biotechnology,US,---,"$13,535,535.02","10,177,094"
,BKDZ6W5,Karat Packaging Inc,KRT,<0.01%,Trading Companies & Distributors,US,---,"$13,526,568.12","283,933"
,B1VQ1H7,First Bank/Hamilton NJ,FRBA,<0.01%,Regional Banks,US,---,"$13,465,326.20","756,479"
,BMDJ3B9,UWM Holdings Corp,UWMC,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$13,366,158.00","9,218,040"
,BRC3PL1,FrontView REIT Inc,FVR,<0.01%,Retail REITs,US,---,"$13,346,046.50","691,505"
,BNBW7R1,NeuroPace Inc,NPCE,<0.01%,Health Care Equipment,US,---,"$13,309,217.35","908,479"
,BVBFG46,Kodiak AI Inc,KDK,<0.01%,Automotive Parts & Equipment,US,---,"$13,287,078.00","3,515,100"
,2986153,Natural Gas Services Group Inc,NGS,<0.01%,Oil & Gas Equipment & Services,US,---,"$13,213,446.40","375,382"
,BNM9H26,Summit Midstream Corp,SMC,<0.01%,Oil & Gas Storage & Transportation,US,---,"$13,207,431.51","379,197"
,BLF81K2,IBEX Holdings Ltd,IBEX,<0.01%,Data Processing & Outsourced Services,US,---,"$13,145,628.00","341,800"
,BN4Q5D2,Westrock Coffee Co,WEST,<0.01%,Packaged Foods & Meats,US,---,"$13,112,128.00","1,683,200"
,BC30V41,Tiptree Inc,TIPT,<0.01%,Property & Casualty Insurance,US,---,"$13,083,268.80","706,440"
,BP4XXM2,Grindr Inc,GRND,<0.01%,Interactive Media & Services,US,---,"$13,074,702.12","844,619"
,BMTD360,Groupon Inc,GRPN,<0.01%,Broadline Retail,US,---,"$13,070,613.78","681,471"
,BN65SM7,Aspen Aerogels Inc,ASPN,<0.01%,Specialty Chemicals,US,---,"$13,026,598.16","2,642,312"
,BSLN3C6,Odyssey Therapeutics Inc,ODTX,<0.01%,Biotechnology,US,---,"$13,022,473.92","531,096"
,BSNQ293,Northpointe Bancshares Inc,NPB,<0.01%,Regional Banks,US,---,"$12,990,214.20","764,580"
,2408840,West BanCorp Inc,WTBA,<0.01%,Regional Banks,US,---,"$12,979,575.50","459,454"
,BDH2902,AGNT Inc,AGNT,<0.01%,Real Estate Services,US,---,"$12,926,743.08","3,137,559"
,BKT1TK6,ClearPoint Neuro Inc,CLPT,<0.01%,Health Care Equipment,US,---,"$12,926,592.56","853,804"
,B4N8MH9,Pacific Biosciences of California Inc,PACB,<0.01%,Life Sciences Tools & Services,US,---,"$12,920,690.58","9,535,565"
,2390817,Gray Media Inc,GTN,<0.01%,Broadcasting,US,---,"$12,882,785.20","2,639,915"
,BMY7XX4,Rezolute Inc,RZLT,<0.01%,Biotechnology,US,---,"$12,872,394.43","2,744,647"
,BRQPHW8,Claritev Corp,CTEV,<0.01%,Health Care Technology,US,---,"$12,837,846.28","322,316"
,B02VKG6,Orange County Bancorp Inc,OBT,<0.01%,Regional Banks,US,---,"$12,819,623.85","337,803"
,BGQT8S6,Capital Bancorp Inc,CBNK,<0.01%,Regional Banks,US,---,"$12,814,521.20","354,580"
,BNKT9M2,Core Laboratories Inc,CLB,<0.01%,Oil & Gas Equipment & Services,US,---,"$12,814,087.00","1,030,900"
,2777777,Saul Centers Inc,BFS,<0.01%,Retail REITs,US,---,"$12,813,316.86","392,926"
,BV4MN10,Ethos Technologies Inc,LIFE,<0.01%,Insurance Brokers,US,---,"$12,749,105.25","350,925"
,2083968,Unity Bancorp Inc,UNTY,<0.01%,Regional Banks,US,---,"$12,737,701.06","219,502"
,BXC87C3,Community Healthcare Trust Inc,CHCT,<0.01%,Health Care REITs,US,---,"$12,718,545.49","864,619"
,BKZH191,Farmland Partners Inc,FPI,<0.01%,Other Specialized REITs,US,---,"$12,688,135.95","1,233,055"
,B8BBRW8,RBB Bancorp,RBB,<0.01%,Regional Banks,US,---,"$12,660,901.20","487,896"
,BPK5QM3,Avidia Bancorp Inc,AVBC,<0.01%,Regional Banks,US,---,"$12,648,757.50","571,050"
,2456957,Dine Brands Global Inc,DIN,<0.01%,Restaurants,US,---,"$12,619,920.76","381,497"
,BMF8HX4,Ponce Financial Group Inc,PDLB,<0.01%,Regional Banks,US,---,"$12,611,036.88","621,846"
,BTXNNP4,BridgeBio Oncology Therapeutics Inc,BBOT,<0.01%,Biotechnology,US,---,"$12,521,520.00","1,422,900"
,BDCBXH9,Camping World Holdings Inc,CWH,<0.01%,Automotive Retail,US,---,"$12,503,142.66","1,935,471"
,BVN2WZ8,Generate Biomedicines Inc,GENB,<0.01%,Biotechnology,US,---,"$12,473,696.52","816,876"
,2929211,Village Super Market Inc,VLGEA,<0.01%,Food Retail,US,---,"$12,454,815.44","287,773"
,BYWL5L4,OrthoPediatrics Corp,KIDS,<0.01%,Health Care Supplies,US,---,"$12,454,463.07","534,297"
,2647375,Bank of Marin Bancorp,BMRC,<0.01%,Regional Banks,US,---,"$12,405,204.96","466,712"
,BCRXSS9,Bankwell Financial Group Inc,BWFG,<0.01%,Regional Banks,US,---,"$12,399,944.54","188,621"
,BS0DMM0,Forward Industries Inc,FWDI,<0.01%,Electronic Manufacturing Services,US,---,"$12,386,838.40","1,953,760"
,BG216W6,International Money Express Inc,IMXI,<0.01%,Transaction & Payment Processing Services,US,---,"$12,367,841.81","854,723"
,BF0YMC2,KKR Real Estate Finance Trust Inc,KREF,<0.01%,Mortgage REITs,US,---,"$12,353,071.56","1,621,138"
,BWX4MD9,Caleres Inc,CAL,<0.01%,Apparel Retail,US,---,"$12,340,142.64","1,013,148"
,BP6GZG7,OppFi Inc,OPFI,<0.01%,Consumer Finance,US,---,"$12,266,495.01","1,770,057"
,B7F2TY6,Puma Biotechnology Inc,PBYI,<0.01%,Biotechnology,US,---,"$12,235,832.31","1,343,121"
,2469892,Investors Title Co,ITIC,<0.01%,Property & Casualty Insurance,US,---,"$12,228,787.20","41,538"
,BKX9NQ0,C4 Therapeutics Inc,CCCC,<0.01%,Biotechnology,US,---,"$12,112,868.04","3,264,924"
,2025056,Plumas Bancorp,PLBC,<0.01%,Regional Banks,US,---,"$12,108,354.96","197,752"
,BMFZ3F9,Dream Finders Homes Inc,DFH,<0.01%,Homebuilding,US,---,"$12,047,298.95","857,459"
,BGDLVV9,Gevo Inc,GEVO,<0.01%,Oil & Gas Refining & Marketing,US,---,"$11,980,854.12","7,217,382"
,B4MG4Z6,AMC Global Media Inc,AMCX,<0.01%,Broadcasting,US,---,"$11,975,910.16","951,224"
,B83TNY4,Gladstone Land Corp,LAND,<0.01%,Other Specialized REITs,US,---,"$11,954,379.60","1,302,220"
,BNGY4R1,Investar Holding Corp,ISTR,<0.01%,Regional Banks,US,---,"$11,920,362.03","395,631"
,BMGS7L1,EyePoint Inc,EYPT,<0.01%,Pharmaceuticals,US,---,"$11,897,370.00","2,643,860"
,BSMLR16,Kyverna Therapeutics Inc,KYTX,<0.01%,Biotechnology,US,---,"$11,896,332.08","1,403,697"
,B0G7SZ5,ACCO Brands Corp,ACCO,<0.01%,Office Services & Supplies,US,---,"$11,874,834.32","2,774,494"
,B3B5J07,Energy Recovery Inc,ERII,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$11,856,653.88","1,537,828"
,BP857F5,El Pollo Loco Holdings Inc,LOCO,<0.01%,Restaurants,US,---,"$11,812,077.96","773,548"
,BTMJ5B3,McGraw Hill Inc,MH,<0.01%,Education Services,US,---,"$11,784,673.94","897,538"
,BKC9SX3,Arcturus Therapeutics Holdings Inc,ARCT,<0.01%,Biotechnology,US,---,"$11,765,993.04","797,154"
,BPSJQ05,FTAI Infrastructure Inc,FIP,<0.01%,Rail Transportation,US,---,"$11,722,498.32","3,368,534"
,BNC0LQ1,Latham Group Inc,SWIM,<0.01%,Leisure Products,US,---,"$11,715,527.32","1,657,076"
,B9L5200,Enanta Pharmaceuticals Inc,ENTA,<0.01%,Biotechnology,US,---,"$11,692,009.60","877,120"
,B034L50,Build-A-Bear Workshop Inc,BBW,<0.01%,Other Specialty Retail,US,---,"$11,659,549.95","385,185"
,2659615,One Liberty Properties Inc,OLP,<0.01%,Industrial REITs,US,---,"$11,602,292.99","484,843"
,BL6JSP8,Vital Farms Inc,VITL,<0.01%,Packaged Foods & Meats,US,---,"$11,562,007.80","1,082,585"
,BMTRDW8,Primis Financial Corp,FRST,<0.01%,Regional Banks,US,---,"$11,544,369.90","726,061"
,2414245,Haverty Furniture Cos Inc,HVT,<0.01%,Homefurnishing Retail,US,---,"$11,529,974.16","422,808"
,BRK3GP4,Abacus Global Management Inc,ABX,<0.01%,Insurance Brokers,US,---,"$11,524,272.00","1,200,445"
,BL9ZHM3,Strata Critical Medical Inc,SRTA,<0.01%,Health Care Services,US,---,"$11,523,397.76","2,035,936"
,BT5HF25,Yesway Inc,YSWY,<0.01%,Food Retail,US,---,"$11,470,930.45","460,495"
,2600088,Monro Inc,MNRO,<0.01%,Automotive Retail,US,---,"$11,453,381.52","919,212"
,B1WTHL1,Orion Group Holdings Inc,ORN,<0.01%,Construction & Engineering,US,---,"$11,441,275.80","1,217,157"
,B01Z7M4,W&T Offshore Inc,WTI,<0.01%,Oil & Gas Exploration & Production,US,---,"$11,433,158.94","3,081,714"
,BPJKCW1,Granite Ridge Resources Inc,GRNT,<0.01%,Oil & Gas Exploration & Production,US,---,"$11,412,416.10","2,268,870"
,BGGJFT6,Orthofix Medical Inc,OFIX,<0.01%,Health Care Equipment,US,---,"$11,407,065.90","1,214,810"
,2651592,Citizens Financial Services Inc,CZFS,<0.01%,Regional Banks,US,---,"$11,330,671.56","141,034"
,2095145,Parke Bancorp Inc,PKBK,<0.01%,Regional Banks,US,---,"$11,308,140.00","335,056"
,B00BYZ5,MVB Financial Corp,MVBF,<0.01%,Regional Banks,US,---,"$11,258,169.75","371,925"
,BS2FKQ4,Q32 Bio Inc,QTTB,<0.01%,Biotechnology,US,---,"$11,230,522.89","755,247"
,BPBJFM7,Prime Medicine Inc,PRME,<0.01%,Biotechnology,US,---,"$11,202,415.50","3,120,450"
,2348225,L B Foster Co,FSTR,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$11,153,448.46","297,346"
,BLR8XV5,MediaAlpha Inc,MAX,<0.01%,Interactive Media & Services,US,---,"$11,139,674.00","882,700"
,2600248,Community Health Systems Inc,CYH,<0.01%,Health Care Facilities,US,---,"$11,136,552.96","3,813,888"
